name, hostname, number_of_stars (int), number_of_planets (int), orbital_period (_days), orbit_semimajor_axis (_au),radius_vs_Earth (float),mass_vs_Earth (float),eccentricity (float), insolation_flux (float), equilibrium_temperature (_K),distance (_pc)
Kepler-379 b,Kepler-379,1,2,20.09836760000,0.1495000000,1.58000000,,0.000000,85.3400,775.00,731.27400000
Kepler-379 b,Kepler-379,1,2,20.09863407000,,,,,,,731.27400000
Kepler-379 b,Kepler-379,1,2,,,1.61800000,,,90.3460,,731.27400000
Kepler-379 b,Kepler-379,1,2,20.09842150000,0.1492000000,1.44000000,,0.000000,80.7600,765.00,731.27400000
Kepler-379 b,Kepler-379,1,2,20.09875354730,,,,,,,731.27400000
Kepler-379 b,Kepler-379,1,2,20.09842150000,0.1492000000,1.44000000,,0.000000,80.7600,765.00,731.27400000
Kepler-379 b,Kepler-379,1,2,20.09842150000,0.1492000000,1.44000000,,0.000000,80.7600,765.00,731.27400000
Kepler-379 b,Kepler-379,1,2,20.09842150000,0.1505500000,1.61100000,,,86.3000,,731.27400000
Kepler-379 b,Kepler-379,1,2,20.09842150000,,1.63000000,,,,,731.27400000
Kepler-379 b,Kepler-379,1,2,20.09836760000,,,,,,,731.27400000
Kepler-379 b,Kepler-379,1,2,20.09838000000,0.1520000000,1.66000000,,,,,731.27400000
